Dept_Code,Department_Name,SubDept_Code,SubDepartment_Name,Prog_Code,Program_Name,Program_Priority,Source_Fund_Code,Source_Fund_Name,Account_Code,Account_Name,Appropriation,Fiscal_Year,Expense_Type
14,City Clerk,14LVL5,City Clerk,1449,Technology Support,A Well Run City,342,Telecommunications Development Account (Sch. 20),6010,Office and Administrative,31550,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,100,General Fund,1010,Salaries General,102844,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,100,General Fund,1090,Overtime General,0,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,100,General Fund,3040,Contractual Services,0,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,100,General Fund,3310,Transportation,0,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,100,General Fund,6010,Office and Administrative,0,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,100,General Fund,6020,Operating Supplies,0,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,100,General Fund,6030,Leasing,2716,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,424,Community Development Trust Fund (Sch. 8),1010,Salaries General,128295,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,424,Community Development Trust Fund (Sch. 8),3040,Contractual Services,15283,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,424,Community Development Trust Fund (Sch. 8),3310,Transportation,0,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,424,Community Development Trust Fund (Sch. 8),6010,Office and Administrative,0,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,424,Community Development Trust Fund (Sch. 8),6020,Operating Supplies,0,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,43F,CDD Section 108 Loan Guarantee Fund (Sch. 29),1010,Salaries General,12614,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,43F,CDD Section 108 Loan Guarantee Fund (Sch. 29),6030,Leasing,1378,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,44A,Workforce Investment Act Fund (Sch. 29),1010,Salaries General,0,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,48L,Enterprise Zone Tax Credit Voucher Fund (Sch. 29),1010,Salaries General,49237,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,48L,Enterprise Zone Tax Credit Voucher Fund (Sch. 29),6030,Leasing,6573,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,54R,Workforce Innovation Fund (Sch. 29),1010,Salaries General,31830,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,56E,Temporary Assistance for Needy Families Fund (Sch. 29),1010,Salaries General,9153,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,57C,LA Regional Initiative for Social Enterprise (Sch. 29),1010,Salaries General,2655,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,57D,CRA Non-Housing Bond Proceeds Fund (Sch. 29),1010,Salaries General,5310,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,57W,Workforce Innovation Opportunity Act Fund (Sch. 22),1010,Salaries General,926370,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,57W,Workforce Innovation Opportunity Act Fund (Sch. 22),1070,"Salaries, As-Needed",110000,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,57W,Workforce Innovation Opportunity Act Fund (Sch. 22),1090,Overtime General,3382,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,57W,Workforce Innovation Opportunity Act Fund (Sch. 22),2120,Printing and Binding,193,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,57W,Workforce Innovation Opportunity Act Fund (Sch. 22),3040,Contractual Services,144423,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,57W,Workforce Innovation Opportunity Act Fund (Sch. 22),3310,Transportation,1850,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,57W,Workforce Innovation Opportunity Act Fund (Sch. 22),6010,Office and Administrative,138669,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,57W,Workforce Innovation Opportunity Act Fund (Sch. 22),6020,Operating Supplies,905,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,57W,Workforce Innovation Opportunity Act Fund (Sch. 22),6030,Leasing,61043,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,58E,LA Performance Partnership Pilot Fund (Sch. 29),1010,Salaries General,1187,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,593,Audit Repayment Fund 593 (Sch. 29),6030,Leasing,14364,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,816,Industrial Development Authority Fund (Sch. 29),1010,Salaries General,518,2018,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2249,Technology Support,A Well Run City,816,Industrial Development Authority Fund (Sch. 29),6030,Leasing,298,2018,
38,Fire,38LVL5,Fire,3849,Technology Support,A Well Run City,100,General Fund,1010,Salaries General,7294671,2018,
38,Fire,38LVL5,Fire,3849,Technology Support,A Well Run City,100,General Fund,1012,Salaries Sworn,417345,2018,
38,Fire,38LVL5,Fire,3849,Technology Support,A Well Run City,100,General Fund,1030,Sworn Bonuses,5168,2018,
38,Fire,38LVL5,Fire,3849,Technology Support,A Well Run City,100,General Fund,1050,Unused Sick Time,3136,2018,
38,Fire,38LVL5,Fire,3849,Technology Support,A Well Run City,100,General Fund,1090,Overtime General,193380,2018,
38,Fire,38LVL5,Fire,3849,Technology Support,A Well Run City,100,General Fund,1093,Overtime Constant Staffing,12436,2018,
38,Fire,38LVL5,Fire,3849,Technology Support,A Well Run City,100,General Fund,2120,Printing and Binding,32915,2018,
38,Fire,38LVL5,Fire,3849,Technology Support,A Well Run City,100,General Fund,3040,Contractual Services,548114,2018,
38,Fire,38LVL5,Fire,3849,Technology Support,A Well Run City,100,General Fund,6010,Office and Administrative,325046,2018,
38,Fire,38LVL5,Fire,3849,Technology Support,A Well Run City,100,General Fund,6020,Operating Supplies,1140270,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,100,General Fund,1010,Salaries General,111597,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,240,Housing Production Revolving Fund (Sch. 29),1010,Salaries General,9808,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,240,Housing Production Revolving Fund (Sch. 29),1070,"Salaries, As-Needed",151,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,240,Housing Production Revolving Fund (Sch. 29),1090,Overtime General,3,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,240,Housing Production Revolving Fund (Sch. 29),2120,Printing and Binding,15,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,240,Housing Production Revolving Fund (Sch. 29),3040,Contractual Services,279,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,240,Housing Production Revolving Fund (Sch. 29),6010,Office and Administrative,452,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),1010,Salaries General,1399297,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),1070,"Salaries, As-Needed",27397,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),1090,Overtime General,485,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),2120,Printing and Binding,2774,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),3040,Contractual Services,50601,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),6010,Office and Administrative,675400,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,424,Community Development Trust Fund (Sch. 8),1010,Salaries General,262784,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,424,Community Development Trust Fund (Sch. 8),1070,"Salaries, As-Needed",6636,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,424,Community Development Trust Fund (Sch. 8),1090,Overtime General,118,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,424,Community Development Trust Fund (Sch. 8),2120,Printing and Binding,672,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,424,Community Development Trust Fund (Sch. 8),3040,Contractual Services,12256,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,424,Community Development Trust Fund (Sch. 8),6010,Office and Administrative,32030,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,428,Community Service Block Grant Trust Fund (Sch. 13),1010,Salaries General,61194,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,428,Community Service Block Grant Trust Fund (Sch. 13),1070,"Salaries, As-Needed",525,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,428,Community Service Block Grant Trust Fund (Sch. 13),1090,Overtime General,9,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,428,Community Service Block Grant Trust Fund (Sch. 13),2120,Printing and Binding,53,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,428,Community Service Block Grant Trust Fund (Sch. 13),3040,Contractual Services,969,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,428,Community Service Block Grant Trust Fund (Sch. 13),6010,Office and Administrative,1572,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,440,Rent Stabilization Trust Fund (Sch. 23),1010,Salaries General,945513,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,440,Rent Stabilization Trust Fund (Sch. 23),1070,"Salaries, As-Needed",15325,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,440,Rent Stabilization Trust Fund (Sch. 23),1090,Overtime General,271,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,440,Rent Stabilization Trust Fund (Sch. 23),2120,Printing and Binding,1552,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,440,Rent Stabilization Trust Fund (Sch. 23),3040,Contractual Services,32306,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,440,Rent Stabilization Trust Fund (Sch. 23),6010,Office and Administrative,50,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,44G,Affordable Housing Trust Fund (Sch. 6),1010,Salaries General,14481,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,44G,Affordable Housing Trust Fund (Sch. 6),1070,"Salaries, As-Needed",416,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,44G,Affordable Housing Trust Fund (Sch. 6),1090,Overtime General,7,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,44G,Affordable Housing Trust Fund (Sch. 6),2120,Printing and Binding,42,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,44G,Affordable Housing Trust Fund (Sch. 6),3040,Contractual Services,769,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,44G,Affordable Housing Trust Fund (Sch. 6),6010,Office and Administrative,1247,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,45C,Traffic Safety Education Program Fund (Sch. 29),1010,Salaries General,6410,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,45C,Traffic Safety Education Program Fund (Sch. 29),1070,"Salaries, As-Needed",199,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,45C,Traffic Safety Education Program Fund (Sch. 29),1090,Overtime General,4,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,45C,Traffic Safety Education Program Fund (Sch. 29),2120,Printing and Binding,20,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,45C,Traffic Safety Education Program Fund (Sch. 29),3040,Contractual Services,367,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,45C,Traffic Safety Education Program Fund (Sch. 29),6010,Office and Administrative,596,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,46X,CalHome Trust Fund (Sch. 29),1070,"Salaries, As-Needed",53,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,46X,CalHome Trust Fund (Sch. 29),1090,Overtime General,1,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,46X,CalHome Trust Fund (Sch. 29),2120,Printing and Binding,5,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,46X,CalHome Trust Fund (Sch. 29),3040,Contractual Services,99,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,46X,CalHome Trust Fund (Sch. 29),6010,Office and Administrative,160,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,47X,HUD Connections Grant Fund (Sch. 29),1070,"Salaries, As-Needed",12,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,47X,HUD Connections Grant Fund (Sch. 29),1090,Overtime General,1,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,47X,HUD Connections Grant Fund (Sch. 29),2120,Printing and Binding,1,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,47X,HUD Connections Grant Fund (Sch. 29),3040,Contractual Services,23,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,47X,HUD Connections Grant Fund (Sch. 29),6010,Office and Administrative,37,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,49N,Housing Small Grants & Awards Fund (Sch. 29),1010,Salaries General,0,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,49N,Housing Small Grants & Awards Fund (Sch. 29),1070,"Salaries, As-Needed",63,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,49N,Housing Small Grants & Awards Fund (Sch. 29),1090,Overtime General,1,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,49N,Housing Small Grants & Awards Fund (Sch. 29),2120,Printing and Binding,6,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,49N,Housing Small Grants & Awards Fund (Sch. 29),3040,Contractual Services,116,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,49N,Housing Small Grants & Awards Fund (Sch. 29),6010,Office and Administrative,189,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,50T,Neighborhood Stabilization Program Fund (Sch. 29),1010,Salaries General,0,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,50T,Neighborhood Stabilization Program Fund (Sch. 29),1070,"Salaries, As-Needed",180,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,50T,Neighborhood Stabilization Program Fund (Sch. 29),1090,Overtime General,3,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,50T,Neighborhood Stabilization Program Fund (Sch. 29),2120,Printing and Binding,18,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,50T,Neighborhood Stabilization Program Fund (Sch. 29),3040,Contractual Services,332,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,50T,Neighborhood Stabilization Program Fund (Sch. 29),6010,Office and Administrative,538,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,517,Federal Emergency Shelter Grant Fund (Sch. 29),1010,Salaries General,2888,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,517,Federal Emergency Shelter Grant Fund (Sch. 29),1070,"Salaries, As-Needed",70,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,517,Federal Emergency Shelter Grant Fund (Sch. 29),1090,Overtime General,1,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,517,Federal Emergency Shelter Grant Fund (Sch. 29),2120,Printing and Binding,7,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,517,Federal Emergency Shelter Grant Fund (Sch. 29),3040,Contractual Services,130,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,517,Federal Emergency Shelter Grant Fund (Sch. 29),6010,Office and Administrative,211,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,51S,ARRA Energy Efficiency & Conservation (Sch. 29),1010,Salaries General,0,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,51S,ARRA Energy Efficiency & Conservation (Sch. 29),3040,Contractual Services,0,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,52J,ARRA Neighborhood Stabilization Fund (Sch. 29),1010,Salaries General,0,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,52J,ARRA Neighborhood Stabilization Fund (Sch. 29),1070,"Salaries, As-Needed",478,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,52J,ARRA Neighborhood Stabilization Fund (Sch. 29),1090,Overtime General,9,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,52J,ARRA Neighborhood Stabilization Fund (Sch. 29),2120,Printing and Binding,48,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,52J,ARRA Neighborhood Stabilization Fund (Sch. 29),3040,Contractual Services,883,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,52J,ARRA Neighborhood Stabilization Fund (Sch. 29),6010,Office and Administrative,1432,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,53Q,LEAD Grant Nine (Sch. 29),1070,"Salaries, As-Needed",515,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,53Q,LEAD Grant Nine (Sch. 29),1090,Overtime General,9,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,53Q,LEAD Grant Nine (Sch. 29),2120,Printing and Binding,52,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,53Q,LEAD Grant Nine (Sch. 29),3040,Contractual Services,952,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,53Q,LEAD Grant Nine (Sch. 29),6010,Office and Administrative,1544,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,53T,Neighborhood Stabilization Program 3 - WSRA (Sch. 29),1010,Salaries General,7019,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,53T,Neighborhood Stabilization Program 3 - WSRA (Sch. 29),1070,"Salaries, As-Needed",127,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,53T,Neighborhood Stabilization Program 3 - WSRA (Sch. 29),1090,Overtime General,2,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,53T,Neighborhood Stabilization Program 3 - WSRA (Sch. 29),2120,Printing and Binding,13,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,53T,Neighborhood Stabilization Program 3 - WSRA (Sch. 29),3040,Contractual Services,235,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,53T,Neighborhood Stabilization Program 3 - WSRA (Sch. 29),6010,Office and Administrative,381,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,54K,Healthy Homes 1 Fund (Sch. 29),1010,Salaries General,0,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,54K,Healthy Homes 1 Fund (Sch. 29),1070,"Salaries, As-Needed",161,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,54K,Healthy Homes 1 Fund (Sch. 29),1090,Overtime General,3,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,54K,Healthy Homes 1 Fund (Sch. 29),2120,Printing and Binding,16,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,54K,Healthy Homes 1 Fund (Sch. 29),3040,Contractual Services,297,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,54K,Healthy Homes 1 Fund (Sch. 29),6010,Office and Administrative,481,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,54S,LEAD Grant 10 Fund (Sch. 29),1010,Salaries General,0,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,54S,LEAD Grant 10 Fund (Sch. 29),1070,"Salaries, As-Needed",168,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,54S,LEAD Grant 10 Fund (Sch. 29),1090,Overtime General,3,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,54S,LEAD Grant 10 Fund (Sch. 29),2120,Printing and Binding,17,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,54S,LEAD Grant 10 Fund (Sch. 29),3040,Contractual Services,310,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,54S,LEAD Grant 10 Fund (Sch. 29),6010,Office and Administrative,502,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,55A,CPUC - Gas Company Fund (Sch. 29),1010,Salaries General,0,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,55A,CPUC - Gas Company Fund (Sch. 29),1070,"Salaries, As-Needed",66,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,55A,CPUC - Gas Company Fund (Sch. 29),1090,Overtime General,1,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,55A,CPUC - Gas Company Fund (Sch. 29),2120,Printing and Binding,7,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,55A,CPUC - Gas Company Fund (Sch. 29),3040,Contractual Services,123,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,55A,CPUC - Gas Company Fund (Sch. 29),6010,Office and Administrative,199,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,55J,Low and Moderate Income Housing Fund (Sch. 29),1010,Salaries General,83940,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,55J,Low and Moderate Income Housing Fund (Sch. 29),1070,"Salaries, As-Needed",1184,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,55J,Low and Moderate Income Housing Fund (Sch. 29),1090,Overtime General,21,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,55J,Low and Moderate Income Housing Fund (Sch. 29),2120,Printing and Binding,120,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,55J,Low and Moderate Income Housing Fund (Sch. 29),3040,Contractual Services,182187,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,55J,Low and Moderate Income Housing Fund (Sch. 29),6010,Office and Administrative,3548,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,561,HOME Investment Partnership Program Fund (Sch. 9),1010,Salaries General,85550,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,561,HOME Investment Partnership Program Fund (Sch. 9),1070,"Salaries, As-Needed",1882,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,561,HOME Investment Partnership Program Fund (Sch. 9),1090,Overtime General,33,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,561,HOME Investment Partnership Program Fund (Sch. 9),2120,Printing and Binding,191,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,561,HOME Investment Partnership Program Fund (Sch. 9),3040,Contractual Services,3475,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,561,HOME Investment Partnership Program Fund (Sch. 9),6010,Office and Administrative,8409,2018,
