Dept Code,Department Name,Program Code,Program Name,Fund Code,Fund Name,Account Code,Account Name,2014-15 Actuals,2015-16 Adopted Budget,2015-16 Estimates,2016-17 Proposed Budget,2016-17 Adopted Budget
70,Police,7048,Departmental Support,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,39180,,,,
70,Police,7050,General Administration and Support,100,General Fund,3286,Bingo Percentage Fee,191600,167000,167000,167000,167000
70,Police,7050,General Administration and Support,100,General Fund,4071,Police Permit,5804356,6200000,6200000,6200000,6200000
70,Police,7050,General Administration and Support,100,General Fund,4078,Excessive False Alarm Fees,7928846,8100000,8100000,8100000,8100000
70,Police,7050,General Administration and Support,100,General Fund,5311,Reimb-Metro Rail Project,111983,233500,234000,233500,233500
70,Police,7051,Internal Integrity and Standards Enforcement,100,General Fund,4083,Witness Fee,85393,82000,82000,82000,82000
74,Board of Public Works,7402,Project Restore,100,General Fund,5332,Arts & Cultural Fac Rel Cost,,37396,,,
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,3244,U Permits,28,,,,
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,4332,Bad Check Collection Fees,2380,1500,1500,1500,1500
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,4340,Reimb Of Accounting Services,261952,320000,320000,320000,320000
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,4595,Service To Airports,1467,,,,
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,4596,Service To Water & Power,286,,,,
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,4651,Miscellaneous Service Charges,,30000,30000,30000,30000
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,4815,Fines And Penalties-Others,400,,,,
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5175,Collection Fee,24246,5000,5000,5000,5000
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5188,Miscellaneous Revenue-Others,,1500,1500,1500,1500
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5301,Reimb From Other Funds,73404,15000,15000,28000,28000
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5304,Gas Tax Projects,120539,56964,56964,,
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5317,Seismic Bond Fund,,50000,50000,50000,50000
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5319,Reimb Prop F Animal Bond Fund,18859,,20000,20000,20000
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5320,Reimb Prop F Fire Bond Fund,21519,20000,20000,20000,20000
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5321,Reimb Prop Q Police/Fire Fund,21371,21000,21000,21000,21000
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5322,Proposition K Funds,136457,136000,136000,136457,196970
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5323,Reimb Prop O Storm Water Clean,,38367,30000,50000,50000
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5328,Sewer Cons & Main Related Cost,1216832,1845937,2289776,1879207,1879207
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,45766,1216838,1571942,,
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5332,Arts & Cultural Fac Rel Cost,,,37396,,
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5338,Stormwtr Pollu Abate Rel Cost,23727,50898,50898,62493,62493
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5340,Prop C Antigridlock Rel Cost,37496,41364,41364,49289,49289
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5342,St Lighting Assess Rel Cost,46182,47461,47382,134925,134925
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5345,Sanit Equip Chg Acq Fd Rel Cost,172476,609722,804731,313568,313568
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5357,Citywide Recycling Rel Cost,47494,184888,183539,97865,97865
74,Board of Public Works,7403,Public Works Accounting,100,General Fund,5361,Related Cost Reimb-Others,22423,,,68228,68228
74,Board of Public Works,7405,Public Works Board and Board Secretariat,100,General Fund,3282,Filming Permits,164362,140000,140000,160000,160000
74,Board of Public Works,7405,Public Works Board and Board Secretariat,100,General Fund,4339,Miscellaneous Gov'T Services,1386,1500,1500,1500,1500
74,Board of Public Works,7405,Public Works Board and Board Secretariat,100,General Fund,4347,Reimb-Pw Board Admin Services,61637,80000,80000,80000,80000
74,Board of Public Works,7405,Public Works Board and Board Secretariat,100,General Fund,5328,Sewer Cons & Main Related Cost,416270,1000184,783318,1091995,1091995
74,Board of Public Works,7405,Public Works Board and Board Secretariat,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,,965704,380199,,
74,Board of Public Works,7405,Public Works Board and Board Secretariat,100,General Fund,5342,St Lighting Assess Rel Cost,41132,41693,42200,206375,206375
74,Board of Public Works,7405,Public Works Board and Board Secretariat,100,General Fund,5345,Sanit Equip Chg Acq Fd Rel Cost,8604,27988,40146,25616,25616
74,Board of Public Works,7405,Public Works Board and Board Secretariat,100,General Fund,5357,Citywide Recycling Rel Cost,7591,27988,29337,25616,25616
74,Board of Public Works,7405,Public Works Board and Board Secretariat,100,General Fund,5361,Related Cost Reimb-Others,,,,24063,24063
74,Board of Public Works,7449,Public Works Financial Systems,100,General Fund,5328,Sewer Cons & Main Related Cost,296585,450417,558100,461234,461234
74,Board of Public Works,7449,Public Works Financial Systems,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,,,230401,,
74,Board of Public Works,7449,Public Works Financial Systems,100,General Fund,5342,St Lighting Assess Rel Cost,12404,13154,12726,36378,36378
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,3241,A Permits,901498,650000,800000,700000,700000
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,3242,B Permits,,3200000,3200000,3200000,3200000
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,3293,Public Right Of Way Const Enf,456,,1000,,
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,4229,Special Excavation Inspection,4102827,3000000,3400000,3500000,3500000
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,4592,Service To Proprietary Dept,9584,,,,
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,4595,Service To Airports,2864372,2250000,2080000,3120000,3120000
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,4596,Service To Water & Power,301171,504000,355000,630000,630000
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,4597,Service To Harbor,2179606,3175000,3042000,2792000,2792000
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,4651,Miscellaneous Service Charges,119910,8000,13000,10000,10000
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,4660,Construction Traffic Mgmt Fee,16503,15000,15000,15000,15000
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5188,Miscellaneous Revenue-Others,,4000,,5000,5000
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5301,Reimb From Other Funds,26815,302232,225000,25000,25000
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5304,Gas Tax Projects,243741,115574,106000,,
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5311,Reimb-Metro Rail Project,675998,272011,1169871,484871,484871
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5317,Seismic Bond Fund,382135,1674500,816000,816000,816000
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5319,Reimb Prop F Animal Bond Fund,9935,6923,7000,5400,5400
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5320,Reimb Prop F Fire Bond Fund,44210,49871,50000,5400,5400
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5321,Reimb Prop Q Police/Fire Fund,143363,125746,126000,9600,9600
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5322,Proposition K Funds,184000,200000,184000,184000,184000
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5323,Reimb Prop O Storm Water Clean,,516612,407000,272000,272000
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5328,Sewer Cons & Main Related Cost,3807828,2752567,2753000,2669094,2669094
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,696414,,231000,,
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5337,Prop A Local Transit Rel Cost,,159961,72000,136688,136688
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5338,Stormwtr Pollu Abate Rel Cost,76269,138119,70000,165627,165627
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5340,Prop C Antigridlock Rel Cost,,280279,,312833,312833
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5342,St Lighting Assess Rel Cost,46206,32612,17000,56411,56411
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5346,Related Cost Reimb Fr Grants,3613,,,,
76,Bureau of Contract Administration,7601,Construction Inspection,100,General Fund,5361,Related Cost Reimb-Others,,,,458903,458903
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,4595,Service To Airports,855591,1300000,620000,780000,780000
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,4596,Service To Water & Power,123013,196000,145000,270000,270000
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,4597,Service To Harbor,215565,650000,383000,310000,310000
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,4651,Miscellaneous Service Charges,13323,2000,2000,,
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,4831,Forfeitures & Penalties,19540,50000,50000,50000,50000
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,4836,Code Enforcement Penalties,,5000,5000,5000,5000
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5188,Miscellaneous Revenue-Others,,1000,,,
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5301,Reimb From Other Funds,2979,25000,25000,,
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5304,Gas Tax Projects,21195,12842,10000,,
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5311,Reimb-Metro Rail Project,28167,14316,47224,18136,18136
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5317,Seismic Bond Fund,15922,295500,34000,34000,34000
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5319,Reimb Prop F Animal Bond Fund,1104,1222,1000,600,600
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5320,Reimb Prop F Fire Bond Fund,4912,8801,9000,600,600
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5321,Reimb Prop Q Police/Fire Fund,35840,22191,22000,2400,2400
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5322,Proposition K Funds,16000,,16000,16000,16000
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5323,Reimb Prop O Storm Water Clean,,91167,,176194,176194
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5328,Sewer Cons & Main Related Cost,447980,235588,236000,411935,411935
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,77379,,,,
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5337,Prop A Local Transit Rel Cost,,,8000,15188,15188
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5338,Stormwtr Pollu Abate Rel Cost,1557,8242,4000,10567,10567
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5342,St Lighting Assess Rel Cost,8154,,3000,,
76,Bureau of Contract Administration,7602,Contract Compliance,100,General Fund,5361,Related Cost Reimb-Others,,,,34600,34600
76,Bureau of Contract Administration,7650,General Administration and Support,100,General Fund,3811,Reimb From Other Agencies,,,243333,,
76,Bureau of Contract Administration,7650,General Administration and Support,100,General Fund,4331,Legislative Advocate Fee,4478,,,,
76,Bureau of Contract Administration,7650,General Administration and Support,100,General Fund,4342,Photo Copies,51,,,,
76,Bureau of Contract Administration,7650,General Administration and Support,100,General Fund,5188,Miscellaneous Revenue-Others,5140,,5000,,
76,Bureau of Contract Administration,7650,General Administration and Support,100,General Fund,5328,Sewer Cons & Main Related Cost,223990,250445,250000,467346,467346
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,4237,Blueprints Photocopy Mimeo Etc,,2600,3000,2080,2080
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,4250,Survey Monument Fee Sharing,,67600,68000,78000,78000
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,4321,Geographic Information Systems,,,,52,52
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,4322,Council District Maps,1,,,,
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,4334,Property Ownership Information,5200,1080,1000,2000,2000
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,4342,Photo Copies,,52,200,52,52
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,4345,Copies Of Map,,520,1000,1040,1040
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,4350,Subpoena Fees,,260,200,104,104
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,4597,Service To Harbor,8760,1560,1560,2600,2600
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,4934,Leases & Rentals-Other,,15600,19000,15600,15600
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,5188,Miscellaneous Revenue-Others,,156000,156000,250500,250500
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,5301,Reimb From Other Funds,836748,416000,564000,780000,780000
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,5323,Reimb Prop O Storm Water Clean,,932377,932000,765000,765000
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,5328,Sewer Cons & Main Related Cost,10088221,14223881,8772000,6780970,6780970
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,,4806134,,,
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,5338,Stormwtr Pollu Abate Rel Cost,959476,1336367,1336000,1791207,1791207
78,Bureau of Engineering,7803,Clean Water Infrastructure,100,General Fund,5361,Related Cost Reimb-Others,351665,169445,80000,,
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,3225,Building Permits- Regular,1354998,1389343,1389000,1389000,1389000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,3230,Sewer Permits,60880,15000,31000,30000,30000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,3241,A Permits,596288,555000,555000,570000,570000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,3242,B Permits,,4765000,4765000,5470456,5470456
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,3243,E Permits,41787,25000,25000,40000,40000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,3244,U Permits,2447910,2450000,2450000,2450000,2450000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,3246,Building Material Permits,3218,2000,2000,2000,2000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,3251,Overload Permits,43400,35000,35000,40000,40000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,3252,Lateral Support Shoring Fee,2393517,1355000,1355000,1700000,1700000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,3283,Maintenance Hole Permits,14656,15000,15000,15000,15000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4041,Zone Changes,134250,230000,160000,200000,200000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4042,Subdivisions,1010685,782000,782000,800000,800000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4043,Conditional Use-Administration,42125,30000,30000,30000,30000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4046,Subdivision Maps Final,935374,605000,500000,700000,700000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4047,Planning And Land Use Fees,25375,10000,14000,25000,25000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4151,Grading Plan Checking,10750,11000,13000,11000,11000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4152,Cons Plan Checking,1500,,6000,,
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4201,Engineering Fees,,281,300,,
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4211,City Plan Case,334828,170000,191000,250000,250000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4223,Investigation Fees,,15000,15000,,
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4226,Over-Under Deposits,575,,,,
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4227,Laboratory Testing Fees,115,1000,1000,100,100
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4230,Pending Lien Report Fees,549058,500000,500000,500000,500000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4231,Miscellaneous Improvement Fee,397320,300000,300000,325000,325000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4233,Revocable Permit Fee,501658,607470,607000,500000,500000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4234,Dedication Investig &Processin,1270450,865000,865000,1000000,1000000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4235,Quitclaim For Easement,44940,35000,39000,35000,35000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4237,Blueprints Photocopy Mimeo Etc,,600,,480,480
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4238,Parcel Maps - Tent,589176,525000,525000,550000,550000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4239,Misc-Engr/St Lighting,23851,15000,19000,15000,15000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4245,Private Street Maps,10569,7000,19000,20000,20000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4246,Parcel Maps Final,438817,375000,375000,430000,430000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4247,Certificates Of Compliance,,7000,7000,,
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4248,Site Plans,253250,63000,134000,100000,100000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4250,Survey Monument Fee Sharing,,15600,16000,18000,18000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4251,Release Of Agreements Fee,16350,,6000,10000,10000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4286,Trench Replacing,51800,35000,35000,40000,40000
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4321,Geographic Information Systems,20,50,10,12,12
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4329,Lot Split Affidavits,540,,400,500,500
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4334,Property Ownership Information,,240,200,300,300
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4342,Photo Copies,,12,50,12,12
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4345,Copies Of Map,,120,300,240,240
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4350,Subpoena Fees,,60,100,24,24
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4597,Service To Harbor,,360,360,600,600
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4660,Construction Traffic Mgmt Fee,,100000,,,
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,4934,Leases & Rentals-Other,,3600,6000,3600,3600
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,5126,Fire Insurance Proceeds,,,73000,,
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,5161,Reimbursement Of Expenditures,2400,,,,
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,5188,Miscellaneous Revenue-Others,,36000,43000,,
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,5301,Reimb From Other Funds,,96000,130000,,
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,5328,Sewer Cons & Main Related Cost,,994878,2024000,2260324,2260324
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,1146446,,4806500,,
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,5361,Related Cost Reimb-Others,,39103,40000,,
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,5364,Related Cost Arra - Prior Year,807,,,,
78,Bureau of Engineering,7804,Development Services and Permits,100,General Fund,5742,Miscellaneous Deposits,2125,,,,
78,Bureau of Engineering,7805,Mobility,100,General Fund,3242,B Permits,,,,,358448
78,Bureau of Engineering,7805,Mobility,100,General Fund,4237,Blueprints Photocopy Mimeo Etc,3421,850,1000,680,680
78,Bureau of Engineering,7805,Mobility,100,General Fund,4250,Survey Monument Fee Sharing,186280,22100,22000,25500,25500
78,Bureau of Engineering,7805,Mobility,100,General Fund,4321,Geographic Information Systems,,,20,17,17
78,Bureau of Engineering,7805,Mobility,100,General Fund,4334,Property Ownership Information,,340,400,100,100
78,Bureau of Engineering,7805,Mobility,100,General Fund,4342,Photo Copies,136,17,100,17,17
78,Bureau of Engineering,7805,Mobility,100,General Fund,4345,Copies Of Map,4415,170,300,340,340
78,Bureau of Engineering,7805,Mobility,100,General Fund,4350,Subpoena Fees,150,85,100,34,34
78,Bureau of Engineering,7805,Mobility,100,General Fund,4597,Service To Harbor,1006,510,510,850,850
78,Bureau of Engineering,7805,Mobility,100,General Fund,4660,Construction Traffic Mgmt Fee,183259,,111000,190000,190000
78,Bureau of Engineering,7805,Mobility,100,General Fund,4931,Lease & Rental Of City Properties,80,,,,
78,Bureau of Engineering,7805,Mobility,100,General Fund,4934,Leases & Rentals-Other,27634,5100,6000,5100,5100
78,Bureau of Engineering,7805,Mobility,100,General Fund,5188,Miscellaneous Revenue-Others,,51000,51000,51000,51000
78,Bureau of Engineering,7805,Mobility,100,General Fund,5301,Reimb From Other Funds,,421610,185000,255000,255000
78,Bureau of Engineering,7805,Mobility,100,General Fund,5304,Gas Tax Projects,2062863,1402007,1402000,,
78,Bureau of Engineering,7805,Mobility,100,General Fund,5311,Reimb-Metro Rail Project,1262967,1265820,1266000,1802810,1802810
78,Bureau of Engineering,7805,Mobility,100,General Fund,5314,Proposition C Projects,,427000,,,
78,Bureau of Engineering,7805,Mobility,100,General Fund,5328,Sewer Cons & Main Related Cost,,,2868000,2260323,2260323
78,Bureau of Engineering,7805,Mobility,100,General Fund,5340,Prop C Antigridlock Rel Cost,,204248,204000,283662,283662
78,Bureau of Engineering,7805,Mobility,100,General Fund,5361,Related Cost Reimb-Others,,55395,43000,1098063,1098063
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,4237,Blueprints Photocopy Mimeo Etc,,950,1000,760,760
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,4250,Survey Monument Fee Sharing,,24700,45000,28500,28500
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,4321,Geographic Information Systems,,,20,19,19
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,4334,Property Ownership Information,,380,400,600,600
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,4342,Photo Copies,,19,100,19,19
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,4345,Copies Of Map,,190,200,380,380
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,4350,Subpoena Fees,,95,100,38,38
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,4597,Service To Harbor,,570,570,950,950
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,4934,Leases & Rentals-Other,,5700,7000,5700,5700
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,5188,Miscellaneous Revenue-Others,,57000,50000,93000,93000
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,5301,Reimb From Other Funds,,152000,206000,741485,741485
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,5317,Seismic Bond Fund,,643000,619000,619000,619000
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,5319,Reimb Prop F Animal Bond Fund,31934,80814,81000,81000,81000
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,5320,Reimb Prop F Fire Bond Fund,168133,161630,161000,81000,81000
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,5321,Reimb Prop Q Police/Fire Fund,183551,313216,313000,162000,162000
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,5322,Proposition K Funds,1300000,1300000,1300000,1300000,1420660
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,5328,Sewer Cons & Main Related Cost,,,3205000,2260323,2260323
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,5336,Mobile Src Air Pollut Rel Cost,23115,58566,59000,105057,105057
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,5337,Prop A Local Transit Rel Cost,,,,90014,90014
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,5342,St Lighting Assess Rel Cost,22516,22516,23000,23000,23000
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,5346,Related Cost Reimb Fr Grants,35095,,,,
78,Bureau of Engineering,7807,Public Buildings and Open Spaces,100,General Fund,5361,Related Cost Reimb-Others,,61912,50000,,
78,Bureau of Engineering,7850,General Administration and Support,100,General Fund,5328,Sewer Cons & Main Related Cost,,1650849,,,
82,Bureau of Sanitation,8201,Watershed Protection,100,General Fund,5323,Reimb Prop O Storm Water Clean,,978311,978311,636000,636000
82,Bureau of Sanitation,8201,Watershed Protection,100,General Fund,5328,Sewer Cons & Main Related Cost,,314913,225145,,
82,Bureau of Sanitation,8201,Watershed Protection,100,General Fund,5338,Stormwtr Pollu Abate Rel Cost,3435335,4826543,4706474,6361954,4975418
82,Bureau of Sanitation,8202,Clean Water,100,General Fund,5311,Reimb-Metro Rail Project,1024,,,,
82,Bureau of Sanitation,8202,Clean Water,100,General Fund,5328,Sewer Cons & Main Related Cost,55355346,22199570,22289855,39632003,39662374
82,Bureau of Sanitation,8202,Clean Water,100,General Fund,5338,Stormwtr Pollu Abate Rel Cost,,,144796,,
82,Bureau of Sanitation,8203,Solid Resources,100,General Fund,5301,Reimb From Other Funds,,,77816,,
82,Bureau of Sanitation,8203,Solid Resources,100,General Fund,5325,Reimb-Multi Family Bulky Item,1127260,1674300,2040512,1834178,1834178
82,Bureau of Sanitation,8203,Solid Resources,100,General Fund,5326,Reim-Clarts(Ctrl La Rcyclg Tr),115900,170018,170018,165798,165798
82,Bureau of Sanitation,8203,Solid Resources,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,652737,13302156,690558,,
82,Bureau of Sanitation,8203,Solid Resources,100,General Fund,5338,Stormwtr Pollu Abate Rel Cost,,,48265,,
82,Bureau of Sanitation,8203,Solid Resources,100,General Fund,5345,Sanit Equip Chg Acq Fd Rel Cost,29483353,48091428,62064969,50030461,50107989
82,Bureau of Sanitation,8203,Solid Resources,100,General Fund,5356,Household Hazard Waste Rel Cost,270230,391548,391548,363729,363729
82,Bureau of Sanitation,8203,Solid Resources,100,General Fund,5357,Citywide Recycling Rel Cost,2998903,6473847,7000394,8278122,8278122
82,Bureau of Sanitation,8299,Bureau of Sanitation - Default Program,100,General Fund,3282,Filming Permits,,,350,,
82,Bureau of Sanitation,8299,Bureau of Sanitation - Default Program,100,General Fund,4651,Miscellaneous Service Charges,,,1113,,
